ICD-10-CM Code,Model Variable,Models,POA
M80041S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80042A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80042S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80049A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80049S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80051A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80051S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80052A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80052S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80059A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80059S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80061A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80061S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80062A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80062S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80069A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80069S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80071A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80071S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80072A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80072S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80079A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80079S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8008XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800AXA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800AXS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B1A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B1S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B2A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B2S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B9A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M800B9S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8080XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8080XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80811A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80811S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80812A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80812S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80819A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80819S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80821A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80821S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80822A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80822S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80829A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80829S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80831A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80831S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80832A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80832S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80839A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80839S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80841A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80841S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80842A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80842S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80849A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80849S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80851A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80851S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80852A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80852S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80859A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M80859S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80861A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80861S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80862A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80862S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80869A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80869S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80871A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80871S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80872A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80872S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80879A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80879S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8088XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808AXA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808AXS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B1A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B1S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B2A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B2S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B9A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M808B9S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8430XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8430XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84311A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84311S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84312A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84312S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84319A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84319S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84321A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84321S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84322A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84322S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84329A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84329S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84331A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84331S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84332A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84332S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84333A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84333S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84334A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84334S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84339A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84339S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84341A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84341S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84342A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84342S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84343A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84343S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84344A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84344S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84345A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84345S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84346A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84346S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84350A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84350S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84351A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84351S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84352A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84352S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84353A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84353S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84359A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84359S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84361A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84361S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84362A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84362S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84363A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84363S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84364A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84364S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84369A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84369S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84371A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84371S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84372A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84372S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84373A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84373S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84374A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84374S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84375A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84375S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84376A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84376S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84377A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84377S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84378A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84378S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84379A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84379S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8438XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8438XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8440XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8440XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84411A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84411S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84412A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84412S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84419A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84419S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84421A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84421S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84422A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84422S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84429A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84429S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84431A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84431S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84432A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84432S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84433A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84433S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84434A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84434S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84439A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84439S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84441A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84441S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84442A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84442S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84443A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84443S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84444A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84444S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84445A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84445S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84446A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84446S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84451A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84451S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84452A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84452S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84453A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84453S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84454A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84454S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84459A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84459S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84461A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84461S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84462A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84462S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84463A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84463S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84464A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84464S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84469A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84469S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84471A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84471S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84472A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84472S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84473A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84473S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84474A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84474S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84475A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84475S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84476A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84476S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84477A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84477S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84478A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84478S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84479A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84479S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8448XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8448XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8450XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8450XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84511A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84511S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84512A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84512S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84519A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84519S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84521A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84521S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84522A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84522S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84529A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84529S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84531A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84531S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84532A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84532S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84533A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84533S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84534A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84534S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84539A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84539S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84541A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84541S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84542A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84542S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84549A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84549S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84550A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84550S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84551A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84551S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84552A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84552S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84553A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84553S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84559A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
M84559S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84561A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84561S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84562A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84562S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84563A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84563S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84564A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84564S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84569A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84569S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84571A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84571S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84572A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84572S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84573A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84573S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84574A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84574S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84575A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84575S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84576A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84576S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8458XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8458XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8460XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8460XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84611A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84611S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84612A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84612S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84619A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84619S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84621A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84621S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84622A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84622S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84629A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M84629S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84631A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84631S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84632A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84632S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84633A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84633S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84634A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84634S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84639A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84639S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84641A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84641S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84642A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84642S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84649A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84649S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84650A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84650S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M84651A,"Trauma; other injuries (CC 166 - 168, 170 - 174)","HWR,M",Y
